Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
5,2.121,1983412,28831,5692,137,647,0.527,0.015,0.515,1.066,
6,31.536,3611284,428732,10444,920,435,0.517,0.119,0.353,1.098,
7,12.920,1206279,175647,3259,289,513,0.330,0.146,0.400,1.034,
8,24.445,8254664,332336,26148,783,576,0.639,0.040,0.484,1.275,
9,1.320,770540,17941,2416,478,297,0.537,0.023,0.265,1.033,
10,0.020,403515,278,1102,91,451,0.434,0.001,0.388,1.017,
1,3.674,3272812,55524,9720,933,444,0.544,0.017,0.375,1.097,
2,0.233,507571,3521,1455,60,529,0.414,0.007,0.430,1.021,
3,1.131,3157451,17097,8521,777,506,0.382,0.005,0.405,1.087,
4,4.481,5994428,67708,17391,855,539,0.565,0.011,0.444,1.197,
5,9.013,1745030,136203,4905,237,547,0.654,0.078,0.458,1.059,
6,12.554,3481040,189700,10095,589,516,0.517,0.055,0.419,1.107,
7,51.880,7039373,783961,22168,776,532,0.645,0.111,0.424,1.241,
8,7.686,2340446,116148,6746,494,480,0.536,0.050,0.409,1.082,
9,3.372,869224,50954,2853,616,273,0.469,0.059,0.240,1.031,
10,5.976,1039692,90298,2860,70,635,0.547,0.087,0.539,1.047,
1,53.298,5583874,826041,15944,582,638,0.493,0.148,0.613,1.186,
2,3.030,2079937,46953,6137,225,563,0.579,0.023,0.534,1.089,
3,4.252,1085951,65907,3436,688,299,0.507,0.061,0.290,1.044,
4,0.826,1445227,12796,4040,343,483,0.478,0.009,0.455,1.050,
5,1.625,766076,25188,2172,222,451,0.372,0.033,0.423,1.029,
6,7.920,4275950,122745,11485,910,528,0.491,0.029,0.492,1.126,
7,2.677,1166771,41484,2942,331,538,0.277,0.036,0.516,1.036,
8,0.743,1827585,11513,5536,422,430,0.570,0.006,0.393,1.061,
9,0.162,236761,2508,777,1,456,0.668,0.012,0.444,1.016,
10,25.468,4976284,394707,13203,728,616,0.389,0.079,0.599,1.138,
1,6.744,3758979,105993,10223,968,497,0.387,0.028,0.470,1.113,
2,0.087,915868,1366,2495,175,517,0.454,0.002,0.491,1.035,
3,21.610,3001732,339611,9015,626,459,0.516,0.113,0.419,1.118,
4,40.243,4221064,632445,11327,876,542,0.339,0.150,0.513,1.121,
5,6.884,688744,108185,1879,82,606,0.467,0.158,0.541,1.025,
6,7.037,2637810,110585,8031,894,400,0.541,0.042,0.368,1.090,
7,1.844,3461819,28986,9268,700,539,0.470,0.008,0.498,1.103,
8,1.458,4122394,22910,11448,879,503,0.434,0.006,0.477,1.108,
9,12.206,3053266,191821,8484,509,559,0.459,0.063,0.493,1.104,
10,1.888,1082383,29668,3275,330,378,0.532,0.028,0.346,1.047,
1,0.957,941806,9028,2723,27,621,0.689,0.010,0.575,1.025,
2,4.018,1265256,37896,3428,128,622,0.463,0.030,0.559,1.044,
3,4.023,1714113,37940,5024,558,400,0.629,0.022,0.386,1.065,
4,41.021,4459913,386863,11638,542,665,0.449,0.087,0.611,1.130,
5,25.107,9697207,236783,27760,755,656,0.582,0.024,0.607,1.272,
6,0.133,1477449,1259,4608,731,315,0.501,0.001,0.288,1.060,
7,3.235,3310460,30508,10074,593,446,0.721,0.009,0.411,1.110,
8,4.943,3488631,46613,10208,607,515,0.543,0.013,0.461,1.110,
9,16.388,2606912,154550,7929,869,395,0.602,0.059,0.368,1.086,
10,0.175,1393264,1655,4336,553,370,0.510,0.001,0.344,1.052,
1,10.410,5018963,156040,14277,805,564,0.486,0.031,0.583,1.142,
2,1.401,4214655,21007,12177,484,584,0.669,0.005,0.602,1.111,
3,7.621,1729538,114233,4926,260,523,0.585,0.066,0.538,1.053,
4,21.640,3733755,324368,11647,749,444,0.601,0.087,0.470,1.116,
5,0.086,345814,1292,1036,91,390,0.604,0.004,0.402,1.018,
6,12.873,2290228,192962,6895,714,398,0.596,0.084,0.404,1.074,
7,5.723,14197147,85790,45250,755,623,0.718,0.006,0.650,1.440,
8,35.251,3670332,528386,10381,658,575,0.335,0.144,0.592,1.128,
9,0.050,383518,742,1155,66,408,0.614,0.002,0.399,1.023,
10,4.944,2368358,74111,7105,408,492,0.677,0.031,0.523,1.072,
1,9.169,2907526,50976,8053,335,627,0.529,0.018,0.650,1.076,
2,13.562,1316587,75397,3769,254,500,0.415,0.057,0.530,1.051,
3,2.712,1381087,15076,4144,850,309,0.393,0.011,0.285,1.045,
4,3.775,1094406,20986,2818,86,669,0.490,0.019,0.711,1.043,
5,15.102,816850,83963,2354,245,418,0.517,0.103,0.426,1.031,
6,11.206,2839362,62299,7918,398,590,0.469,0.022,0.578,1.085,
7,5.185,731195,28825,2093,145,469,0.485,0.040,0.456,1.029,
8,17.423,3992692,96866,11075,976,491,0.374,0.024,0.480,1.135,
9,9.146,2628271,50848,7220,735,441,0.599,0.019,0.459,1.073,
10,12.720,748926,70720,2252,86,490,0.641,0.095,0.524,1.040,
1,2.184,2028565,74297,6126,863,344,0.668,0.037,0.320,1.062,
2,3.682,2112021,125253,5802,571,487,0.514,0.059,0.493,1.077,
3,53.317,75603216,1813750,270293,926,814,0.550,0.024,0.759,3.645,
4,1.356,2969394,46138,8472,814,451,0.451,0.016,0.404,1.103,
5,0.385,2358624,13091,6334,863,432,0.432,0.006,0.421,1.075,
6,0.874,2624919,29720,7112,450,592,0.326,0.011,0.555,1.078,
7,10.195,2111692,346830,6320,778,389,0.422,0.164,0.357,1.081,
8,15.916,8436124,541431,23406,983,620,0.391,0.064,0.593,1.250,
9,10.931,4657603,371847,13510,769,533,0.478,0.080,0.501,1.150,
10,1.160,529941,39444,1544,260,342,0.409,0.075,0.346,1.031,
1,7.133,1032087,81655,2815,139,557,0.455,0.079,0.575,1.040,
2,1.833,5448272,20982,14753,633,644,0.390,0.004,0.659,1.155,
3,3.129,546431,35818,1505,104,510,0.406,0.066,0.540,1.023,
4,1.760,2749936,20150,7426,846,454,0.565,0.007,0.497,1.074,
5,3.268,1717857,37404,5141,757,352,0.542,0.022,0.368,1.073,
6,27.071,5082290,309879,13570,661,636,0.441,0.061,0.681,1.136,
7,22.097,4739225,252944,12583,741,600,0.409,0.053,0.631,1.139,
8,5.375,536999,61531,1577,95,429,0.580,0.115,0.430,1.027,
9,0.618,345675,7077,1109,194,309,0.405,0.021,0.328,1.019,
10,27.714,3868346,317237,10616,816,509,0.438,0.082,0.523,1.099,
1,1.468,2216079,5056,6198,430,525,0.528,0.002,0.487,1.083,
2,0.651,259263,2243,838,44,379,0.520,0.009,0.366,1.020,
3,8.945,1166590,30803,3272,265,472,0.521,0.027,0.432,1.046,
4,3.815,3950866,13137,11646,955,442,0.518,0.003,0.395,1.126,
5,16.712,358348,57549,990,21,568,0.494,0.161,0.534,1.021,
6,10.055,544303,34623,1591,100,472,0.508,0.064,0.446,1.026,
7,0.763,8110628,2628,25301,773,539,0.688,0.000,0.473,1.293,
8,0.186,1391878,640,3776,596,404,0.380,0.001,0.360,1.047,
9,18.007,4621596,62006,11718,740,644,0.320,0.013,0.605,1.125,
10,39.398,4898269,135666,14318,633,557,0.549,0.028,0.526,1.157,
1,6.682,5452010,149559,16412,701,521,0.549,0.027,0.520,1.159,
2,7.076,3879972,158387,12124,495,500,0.600,0.041,0.495,1.142,
3,16.978,3506645,380037,8784,812,559,0.315,0.108,0.577,1.090,
4,0.522,2736758,11691,7273,880,465,0.275,0.004,0.494,1.071,
5,1.079,1380489,24143,3760,679,396,0.328,0.018,0.398,1.051,
6,57.600,13788473,1289299,41834,678,733,0.609,0.094,0.756,1.425,
7,1.780,1731893,39841,5205,439,425,0.569,0.023,0.424,1.074,
8,1.539,853701,34441,2433,122,513,0.393,0.041,0.557,1.029,
9,0.068,1706334,1533,4601,679,422,0.394,0.001,0.458,1.051,
10,6.676,2085701,149430,5921,522,468,0.453,0.072,0.478,1.066,
1,6.191,3674030,87392,10102,705,532,0.438,0.024,0.521,1.116,
2,7.744,1928948,109302,5704,600,412,0.566,0.057,0.418,1.067,
3,3.641,2228566,51387,6372,603,450,0.484,0.023,0.435,1.075,
4,0.841,5368136,11876,15200,888,561,0.574,0.002,0.564,1.162,
5,46.189,3610715,651969,10705,733,493,0.402,0.181,0.489,1.114,
6,11.212,2527468,158259,6210,661,561,0.269,0.063,0.553,1.064,
7,0.219,2878807,3097,8833,664,431,0.587,0.001,0.429,1.105,
8,2.304,1477640,32520,4014,383,486,0.400,0.022,0.500,1.057,
9,3.796,2071266,53586,5809,512,480,0.561,0.026,0.515,1.071,
10,17.862,4049859,252122,11505,511,595,0.519,0.062,0.565,1.134,
1,2.147,1611570,36074,4917,314,467,0.523,0.023,0.503,1.058,
2,7.649,2146416,128504,6249,700,415,0.423,0.060,0.461,1.066,
3,48.227,7056458,810209,19456,621,691,0.425,0.115,0.734,1.211,
4,3.676,2279868,61751,6700,496,480,0.487,0.027,0.462,1.077,
5,4.606,1062803,77386,2911,223,506,0.511,0.073,0.544,1.040,
6,0.104,222425,1739,624,16,461,0.553,0.009,0.483,1.012,
7,3.770,2763075,63338,8251,522,489,0.574,0.023,0.523,1.075,
8,12.653,3189610,212568,9926,485,468,0.634,0.067,0.510,1.106,
9,4.256,3916799,71494,11219,716,502,0.455,0.018,0.485,1.130,
10,12.912,4828198,216919,13938,764,524,0.463,0.045,0.557,1.149,
1,6.538,4482264,97700,12030,517,634,0.398,0.022,0.643,1.125,
2,9.823,1940021,146794,6095,875,327,0.471,0.076,0.326,1.067,
3,1.088,1950605,16256,5472,274,572,0.488,0.008,0.562,1.060,
4,1.395,2134777,20840,5875,603,481,0.388,0.010,0.440,1.069,
5,0.377,1314134,5636,3855,607,366,0.296,0.004,0.354,1.043,
6,6.862,2609041,102542,8028,483,475,0.561,0.039,0.452,1.097,
7,5.288,3357087,79018,9321,707,528,0.353,0.024,0.513,1.103,
8,47.236,3422180,705900,9441,840,495,0.449,0.206,0.453,1.093,
9,10.058,2131277,150309,5899,333,542,0.507,0.071,0.513,1.056,
10,11.337,2257170,169425,6210,293,582,0.508,0.075,0.537,1.080,
1,52.168,5815480,790009,16752,896,510,0.601,0.136,0.466,1.173,
2,1.408,1644245,21326,4900,731,361,0.530,0.013,0.335,1.057,
3,4.846,10141614,73391,31032,826,635,0.530,0.007,0.555,1.326,
4,18.251,2664947,276390,7820,596,472,0.499,0.104,0.399,1.098,
5,9.276,2754934,140468,7477,600,551,0.271,0.051,0.471,1.071,
6,2.689,581187,40717,1587,225,407,0.428,0.070,0.327,1.022,
7,1.985,11505035,30067,33670,566,752,0.566,0.003,0.670,1.348,
8,8.470,2636798,128258,7522,702,448,0.411,0.049,0.392,1.079,
9,0.189,1307362,2864,3719,213,514,0.613,0.002,0.444,1.040,
10,0.717,1965480,10856,5877,888,351,0.576,0.006,0.313,1.074,
1,9.107,3626811,161493,10073,947,466,0.453,0.045,0.494,1.104,
2,2.857,1060630,50667,2991,246,508,0.316,0.048,0.545,1.037,
3,1.035,662322,18346,1697,173,504,0.294,0.028,0.544,1.024,
4,3.762,5066220,66705,14849,990,506,0.466,0.013,0.518,1.158,
5,0.663,1520088,11754,4595,480,401,0.571,0.008,0.404,1.072,
6,0.470,3611806,8343,10429,703,484,0.519,0.002,0.503,1.106,
7,3.288,5437455,58296,14153,851,625,0.446,0.011,0.647,1.150,
8,0.864,3706291,15320,10525,798,487,0.478,0.004,0.500,1.116,
9,0.724,3016877,12833,8743,995,419,0.420,0.004,0.426,1.108,
10,77.230,6660417,1369463,19403,637,604,0.565,0.206,0.643,1.178,
1,15.624,2004771,174320,6062,644,400,0.577,0.087,0.421,1.072,
2,2.596,1063132,28960,3045,298,439,0.478,0.027,0.467,1.039,
3,5.829,1971839,65034,6253,613,365,0.596,0.033,0.388,1.077,
4,3.567,4629095,39799,12720,624,594,0.454,0.009,0.602,1.124,
5,7.667,2487838,85541,7236,893,422,0.369,0.034,0.431,1.100,
6,1.681,241907,18759,704,34,429,0.519,0.078,0.434,1.014,
7,0.277,1898804,3087,5199,316,569,0.392,0.002,0.560,1.060,
8,20.998,7202134,234288,20917,720,582,0.521,0.033,0.612,1.215,
9,34.890,16383635,389286,50405,951,639,0.556,0.024,0.657,1.512,
10,6.872,6672867,76675,20373,803,562,0.500,0.012,0.572,1.201,
1,19.898,4341362,314482,12247,1000,477,0.513,0.072,0.496,1.119,
2,1.700,3875983,26863,10313,551,598,0.415,0.007,0.636,1.111,
3,2.471,433679,39047,1233,25,601,0.574,0.091,0.635,1.022,
4,9.842,4440422,155556,13178,944,470,0.526,0.035,0.506,1.142,
5,1.502,2335191,23735,7112,723,386,0.630,0.010,0.415,1.079,
6,6.540,2199095,103367,6471,809,418,0.462,0.047,0.445,1.065,
7,1.480,3848490,23393,11394,673,511,0.382,0.006,0.548,1.138,
8,0.430,523478,6795,1440,77,538,0.322,0.013,0.568,1.022,
9,52.851,5614317,835289,16614,721,514,0.699,0.149,0.529,1.160,
10,3.287,2719187,51945,7651,551,492,0.547,0.019,0.495,1.083,
1,18.273,3829816,417462,11322,455,572,0.451,0.109,0.543,1.131,
2,24.094,5037101,550462,14784,741,550,0.596,0.109,0.508,1.163,
3,31.470,2133364,718964,6322,263,516,0.595,0.337,0.472,1.064,
4,0.190,1763810,4332,4842,470,482,0.522,0.003,0.456,1.045,
5,3.048,1223321,69627,3657,328,412,0.611,0.057,0.389,1.051,
6,1.863,6085910,42562,16820,759,629,0.493,0.007,0.615,1.169,
7,16.821,4224031,384302,12005,797,516,0.544,0.091,0.478,1.136,
8,1.763,1073318,40275,3239,173,454,0.599,0.038,0.443,1.045,
9,0.519,244117,11846,703,48,440,0.380,0.049,0.443,1.018,
10,1.960,3247356,44787,9631,879,431,0.601,0.014,0.413,1.115,
1,4.968,16816175,80055,51887,423,737,0.663,0.005,0.708,1.574,
2,10.703,2766453,172454,8428,965,380,0.573,0.062,0.398,1.092,
3,22.439,3122955,361559,8437,782,505,0.313,0.116,0.484,1.088,
4,18.349,5841352,295652,17992,792,510,0.601,0.051,0.502,1.182,
5,3.664,613613,59029,1934,478,275,0.308,0.096,0.292,1.026,
6,8.574,4080863,138153,9503,597,775,0.159,0.034,0.728,1.104,
7,3.083,3837000,49673,10826,556,539,0.556,0.013,0.539,1.117,
8,0.824,3334444,13275,9639,765,465,0.423,0.004,0.435,1.096,
9,26.944,2506663,434137,7141,585,457,0.468,0.173,0.482,1.075,
10,0.452,1093636,7283,3188,533,361,0.397,0.007,0.370,1.052,
1,0.502,4506539,2818,13302,824,473,0.530,0.001,0.460,1.166,
2,40.155,3688008,225333,10395,587,550,0.352,0.061,0.592,1.119,
3,17.633,1725444,98950,4845,326,499,0.526,0.057,0.489,1.052,
4,0.583,1399110,3272,3855,237,525,0.571,0.003,0.539,1.061,
5,7.418,6464302,41626,16155,764,700,0.406,0.006,0.711,1.161,
6,7.569,3498463,42475,9745,715,510,0.423,0.012,0.523,1.105,
7,6.667,626620,37412,1778,159,434,0.574,0.060,0.435,1.029,
8,3.054,3893380,17139,11815,892,465,0.336,0.004,0.464,1.130,
9,8.235,1153668,46212,3610,596,330,0.452,0.040,0.347,1.041,
10,8.184,886658,45926,2381,183,514,0.412,0.052,0.510,1.028,
1,6.328,5570388,176722,16028,706,568,0.522,0.032,0.489,1.170,
2,5.216,1520387,145663,4456,363,450,0.581,0.096,0.410,1.056,
3,18.092,6197788,505297,17571,704,628,0.497,0.082,0.540,1.169,
4,2.837,1209243,79236,3919,759,295,0.521,0.066,0.277,1.046,
5,7.019,3025703,196020,8676,459,547,0.592,0.065,0.488,1.120,
6,11.479,3151277,320602,8493,791,488,0.593,0.102,0.426,1.104,
7,13.601,2544509,379864,6960,621,526,0.282,0.149,0.465,1.092,
8,3.623,1719255,101194,5176,730,350,0.422,0.059,0.319,1.058,
9,26.107,6309610,729128,18886,887,531,0.645,0.116,0.486,1.212,
10,5.699,1397756,159159,3673,183,617,0.470,0.114,0.555,1.035,
1,17.131,1592785,254859,4777,317,456,0.617,0.160,0.495,1.060,
2,0.748,249944,11122,735,55,457,0.343,0.045,0.467,1.015,
3,25.575,2565852,380470,7081,604,484,0.377,0.148,0.527,1.069,
4,0.619,2111689,9216,5393,451,552,0.464,0.004,0.566,1.067,
5,1.945,4476463,28930,12435,749,547,0.491,0.007,0.582,1.138,
6,6.765,1506749,100645,4028,204,603,0.440,0.067,0.644,1.039,
7,9.249,5542297,137600,14339,808,693,0.262,0.025,0.732,1.146,
8,1.534,515069,22820,1433,177,413,0.434,0.045,0.446,1.016,
9,2.500,791497,37196,2363,393,349,0.455,0.047,0.362,1.029,
10,33.934,4077804,504824,12056,914,450,0.418,0.124,0.464,1.117,
1,3.682,5111604,27050,14688,755,555,0.574,0.005,0.528,1.144,
2,4.560,351424,33501,1041,24,434,0.731,0.096,0.440,1.019,
3,6.956,935152,51097,2788,156,487,0.539,0.055,0.511,1.032,
4,0.542,177370,3984,597,6,392,0.532,0.024,0.403,1.019,
5,2.644,404433,19421,1255,24,469,0.582,0.049,0.449,1.028,
6,7.588,1679374,55743,4600,473,477,0.401,0.033,0.458,1.055,
7,8.242,2407104,60546,6905,668,443,0.535,0.025,0.440,1.070,
8,17.855,3613559,131165,10703,371,599,0.570,0.036,0.598,1.129,
9,7.963,2270868,58499,6189,330,566,0.497,0.026,0.563,1.073,
10,39.968,3210747,293614,9068,489,578,0.439,0.092,0.544,1.100,
1,0.621,1832653,8511,4764,191,660,0.488,0.005,0.597,1.057,
2,1.659,1001537,22718,2919,178,493,0.574,0.023,0.464,1.043,
3,1.943,4184217,26611,12510,783,447,0.598,0.006,0.426,1.136,
4,3.790,1513020,51908,4493,681,359,0.525,0.034,0.347,1.063,
5,2.227,4898688,30499,13523,556,619,0.534,0.006,0.566,1.158,
6,5.289,2529323,72431,6966,597,502,0.352,0.029,0.490,1.074,
7,69.670,6571618,954091,18682,487,707,0.438,0.145,0.671,1.218,
8,3.461,1709757,47401,5398,956,303,0.624,0.028,0.273,1.061,
9,8.786,2107951,120322,5876,575,461,0.447,0.057,0.418,1.065,
10,2.552,1233135,34954,3336,409,451,0.358,0.029,0.411,1.047,
1,2.184,4897592,36328,14218,999,476,0.623,0.007,0.432,1.155,
2,14.991,1159406,249342,2957,137,667,0.349,0.215,0.626,1.052,
3,6.554,6170496,109010,17350,921,554,0.500,0.018,0.516,1.173,
4,12.784,2928328,212627,8418,952,396,0.665,0.073,0.397,1.095,
5,1.109,3365053,18450,9321,256,662,0.621,0.006,0.624,1.112,
6,18.310,2076427,304541,5452,367,576,0.375,0.147,0.545,1.061,
7,0.144,1079062,2388,3399,582,329,0.380,0.002,0.305,1.041,
8,42.206,3124792,701994,9665,551,480,0.657,0.225,0.446,1.124,
9,0.054,1216110,892,3669,732,319,0.418,0.001,0.277,1.047,
10,1.664,4495606,27678,13036,509,543,0.618,0.006,0.508,1.167,
1,8.681,1326512,53640,3803,275,469,0.524,0.041,0.443,1.051,
2,10.041,3215700,62046,9579,983,405,0.596,0.019,0.366,1.105,
3,2.764,1888176,17081,4785,197,676,0.394,0.009,0.614,1.053,
4,2.716,1385579,16782,4143,236,473,0.613,0.012,0.444,1.056,
5,1.059,1356413,6545,4099,226,481,0.665,0.005,0.469,1.043,
6,5.653,1056287,34934,2949,292,453,0.490,0.033,0.435,1.032,
7,19.921,3011780,123097,7983,804,513,0.340,0.041,0.472,1.097,
8,19.338,2492347,119496,6995,859,419,0.415,0.048,0.396,1.089,
9,0.377,1824834,2329,4792,356,553,0.451,0.001,0.516,1.052,
10,29.450,4637601,181977,13485,640,560,0.569,0.039,0.526,1.140,
1,0.288,4194720,4766,12841,721,469,0.630,0.001,0.502,1.134,
2,5.327,1288421,88268,4052,927,286,0.365,0.069,0.318,1.048,
3,1.506,374820,24960,1128,38,493,0.518,0.067,0.541,1.015,
4,0.785,2408945,13001,6912,590,443,0.667,0.005,0.498,1.087,
5,34.862,4201095,577674,11510,515,616,0.378,0.138,0.669,1.144,
6,16.630,22558822,275568,70643,822,704,0.619,0.012,0.786,1.724,
7,5.652,2097280,93653,6294,923,356,0.465,0.045,0.388,1.087,
8,14.479,5333156,239918,15085,729,578,0.559,0.045,0.609,1.154,
9,0.332,231340,5504,681,87,340,0.527,0.025,0.393,1.015,
10,20.141,9369846,333740,26510,470,719,0.537,0.036,0.759,1.276,
1,1.082,770536,14861,2511,440,272,0.564,0.019,0.235,1.034,
2,3.830,1366067,52587,3750,225,557,0.445,0.039,0.517,1.048,
3,1.134,3043059,15577,8767,802,454,0.469,0.005,0.411,1.092,
4,3.664,719477,50316,1982,86,548,0.469,0.070,0.458,1.028,
5,1.694,1976898,23260,6013,614,405,0.590,0.012,0.387,1.063,
6,11.557,1020552,158700,2869,242,463,0.518,0.156,0.432,1.035,
7,1.660,304474,22793,867,63,421,0.561,0.076,0.412,1.017,
8,35.168,8108602,482927,23230,911,639,0.424,0.060,0.590,1.220,
9,35.437,8168201,486624,21872,896,711,0.332,0.060,0.665,1.237,
10,4.774,2174091,65559,6091,370,533,0.504,0.030,0.517,1.075,
1,60.621,8895712,1257859,25320,631,723,0.448,0.141,0.693,1.280,
2,13.710,3505052,284485,10285,906,484,0.434,0.081,0.476,1.117,
3,1.303,2935242,27044,8736,802,437,0.453,0.009,0.415,1.093,
4,12.756,3341165,264687,9590,940,466,0.406,0.079,0.429,1.105,
5,0.978,2950197,20288,8457,975,427,0.450,0.007,0.411,1.109,
6,1.471,1423925,30513,4056,463,441,0.413,0.022,0.464,1.044,
7,2.208,683563,45817,1933,190,434,0.503,0.067,0.388,1.024,
8,1.664,519863,34530,1398,69,542,0.494,0.067,0.519,1.021,
9,4.796,5740990,99512,16320,982,516,0.474,0.017,0.481,1.177,
10,0.492,245853,10211,736,8,531,0.503,0.043,0.522,1.013,
1,1.878,2332420,50823,7135,286,513,0.606,0.022,0.501,1.086,
2,0.634,1433963,17149,4011,177,610,0.409,0.012,0.565,1.052,
3,40.198,7453604,1088143,20296,972,626,0.405,0.146,0.603,1.201,
4,3.532,1280627,95616,4084,751,303,0.468,0.075,0.310,1.049,
5,14.857,2683520,402163,8155,507,446,0.599,0.150,0.426,1.100,
6,29.839,2519216,807723,7612,98,621,0.761,0.321,0.592,1.076,
7,0.152,174245,4117,488,12,447,0.466,0.025,0.434,1.013,
8,1.194,2077907,32328,6017,740,410,0.494,0.016,0.388,1.057,
9,5.314,3707775,143847,10300,492,605,0.451,0.039,0.562,1.107,
10,2.402,1761347,65028,5168,520,421,0.552,0.037,0.411,1.064,
1,6.191,1780934,70215,5159,525,434,0.498,0.040,0.426,1.058,
2,4.130,3670387,46836,9687,894,506,0.313,0.013,0.517,1.091,
3,6.592,795691,74755,2283,144,492,0.514,0.094,0.478,1.032,
4,31.587,2785204,358212,8236,606,453,0.625,0.129,0.464,1.090,
5,2.374,1234916,26925,3368,252,519,0.471,0.022,0.498,1.036,
6,0.830,2262849,9412,6453,489,486,0.450,0.004,0.482,1.075,
7,14.825,3242299,168127,9035,564,519,0.497,0.052,0.488,1.097,
8,4.251,937087,48209,2498,178,541,0.337,0.052,0.547,1.034,
9,28.955,2092930,328361,5993,730,424,0.392,0.157,0.411,1.076,
10,0.265,2848431,3006,8117,209,628,0.590,0.001,0.638,1.092,
1,0.312,257887,2181,752,9,511,0.503,0.009,0.534,1.016,
2,27.246,8015472,190505,24774,866,540,0.659,0.024,0.531,1.275,
3,9.385,864220,65617,2602,167,419,0.755,0.076,0.415,1.038,
4,1.173,3764716,8205,10324,953,487,0.456,0.002,0.489,1.110,
5,2.729,5230493,19083,15633,581,570,0.578,0.004,0.577,1.175,
6,0.379,317184,2651,883,114,409,0.439,0.009,0.404,1.022,
7,13.192,3067669,92241,8612,923,463,0.273,0.030,0.466,1.108,
8,20.333,1902172,142171,5380,867,371,0.493,0.075,0.405,1.067,
9,22.529,8422542,157526,22524,775,732,0.459,0.019,0.729,1.254,
10,2.721,3441833,19024,9661,685,501,0.526,0.006,0.482,1.096,
1,2.914,692989,30926,1961,153,487,0.421,0.045,0.462,1.037,
2,5.075,3238161,53861,9183,863,449,0.492,0.017,0.424,1.095,
3,6.170,7681781,65478,22742,819,605,0.458,0.009,0.571,1.258,
4,0.321,1317467,3407,3749,410,444,0.407,0.003,0.427,1.043,
5,26.180,2858891,277827,8867,618,442,0.625,0.097,0.402,1.103,
6,3.643,2232325,38660,5680,365,588,0.414,0.017,0.565,1.061,
7,24.091,2447280,255653,6819,415,535,0.446,0.105,0.535,1.070,
8,14.220,4242490,150910,11898,825,520,0.409,0.036,0.480,1.119,
9,15.441,1603478,163861,4333,428,471,0.585,0.102,0.456,1.056,
10,1.944,2424385,20635,7086,709,459,0.319,0.009,0.455,1.083,
1,1.420,1978000,23547,5860,806,384,0.560,0.012,0.491,1.064,
2,5.398,1661626,89495,4909,508,427,0.477,0.054,0.548,1.060,
3,4.918,1123478,81547,3423,612,341,0.460,0.073,0.419,1.054,
4,33.699,6514500,558725,18448,888,550,0.469,0.086,0.655,1.179,
5,16.283,4718638,269972,13503,789,534,0.422,0.057,0.603,1.153,
6,18.074,4390372,299663,12963,362,661,0.520,0.068,0.768,1.140,
7,14.409,1205297,238893,3558,149,549,0.469,0.198,0.628,1.033,
8,1.587,803908,26306,2172,79,628,0.369,0.033,0.695,1.028,
9,2.251,3590425,37328,10392,968,450,0.439,0.010,0.544,1.120,
10,1.961,324944,32518,998,28,478,0.515,0.101,0.553,1.025,
1,0.946,652657,11728,1960,145,427,0.525,0.018,0.385,1.028,
2,5.009,1357507,62127,4025,384,409,0.554,0.046,0.353,1.056,
3,9.202,1279855,114119,3555,147,615,0.394,0.089,0.560,1.043,
4,7.264,1152132,90085,3345,274,455,0.533,0.078,0.431,1.029,
5,11.502,3499094,142648,10025,594,526,0.496,0.041,0.479,1.137,
6,11.713,786100,145267,2089,175,492,0.346,0.185,0.426,1.030,
7,7.194,2993784,89222,8985,668,441,0.575,0.030,0.384,1.108,
8,0.261,2665305,3242,7508,540,530,0.492,0.001,0.488,1.091,
9,42.532,3977333,527486,11102,747,565,0.448,0.133,0.501,1.123,
10,4.376,5098753,54273,14589,902,542,0.500,0.011,0.490,1.150,
1,6.380,3129087,102865,8935,471,541,0.528,0.033,0.526,1.103,
2,9.125,1488532,147109,3888,256,573,0.241,0.099,0.557,1.048,
3,4.694,2976286,75678,8230,602,538,0.402,0.026,0.534,1.091,
4,24.964,2317222,402468,6231,307,604,0.552,0.174,0.565,1.083,
5,17.307,7854575,279020,23748,880,558,0.521,0.036,0.560,1.249,
6,7.976,1986578,128595,6053,747,377,0.496,0.065,0.379,1.071,
7,4.580,2249068,73834,7001,953,355,0.554,0.033,0.368,1.074,
8,1.059,528704,17068,1668,165,370,0.660,0.033,0.329,1.021,
9,14.434,4047384,232702,11824,574,537,0.550,0.058,0.519,1.122,
10,9.482,1286150,152867,3318,282,549,0.239,0.119,0.556,1.047,
1,22.459,2173594,217713,6214,929,396,0.376,0.100,0.403,1.068,
2,6.821,2123288,66123,6230,406,489,0.595,0.031,0.518,1.076,
3,8.650,2897134,83850,8226,428,584,0.391,0.029,0.621,1.111,
4,3.465,1164246,33592,3264,335,439,0.435,0.029,0.438,1.039,
5,16.613,6544340,161044,17460,590,684,0.515,0.025,0.699,1.189,
6,2.924,681273,28343,1889,117,492,0.495,0.042,0.521,1.025,
7,27.421,1926639,265821,5420,708,401,0.535,0.138,0.420,1.070,
8,1.547,1237131,14992,3429,229,530,0.494,0.012,0.554,1.036,
9,6.545,3366094,63449,9555,558,532,0.550,0.019,0.569,1.118,
10,3.556,2957784,34472,8872,483,455,0.562,0.012,0.478,1.105,
1,6.029,2331167,140084,6704,715,418,0.487,0.060,0.371,1.081,
